worker,cost_role,episode_id,attempt_id,decision_index,observation_step,request_fingerprint,decision_id,provider_call,accepted,http_status,input_tokens,output_tokens,reasoning_tokens,total_tokens,original_line_sha256,source_file,source_line
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tei_3,10,225,c79b293cf3121f9933f392a85a80bbb127e71b5a393bd7e5cbaa26cc4368a588,astra_tei_3_d10,True,True,200,11315,288,19,11603,b5a86eed263664d53d303983a1cee48353517d3c1bc7719e6cca18cfa967f2b1,worker_0/case_6_0/astra_tei_3_provider.jsonl,10
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tei_3,11,250,f50cdccd9e18a5bc4d3e42f21eafff2fa9e95893ca297131297539f64a0010b7,astra_tei_3_d11,True,True,200,11636,307,40,11943,c191972bbfeb40b09fe54f8758096b94844ea7fdf5286f598dcdc599d2bd19df,worker_0/case_6_0/astra_tei_3_provider.jsonl,11
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tei_3,12,275,bb91a5bd82e552a1e82dc058bc2ee94ce85f7513fdd2d60d7a667f5854ea9bf3,astra_tei_3_d12,True,True,200,11949,322,48,12271,ac7b6dd094a3174a0d8f7be6533558da487e2b156e8d5a70f9fbc63b7618bfa6,worker_0/case_6_0/astra_tei_3_provider.jsonl,12
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,1,0,fe19f7d172cbbd6f11de3d425673e7de9b5df4ca6277e62b837accdf7b7f1b6a,astra_tli_2_d1,True,True,200,4023,246,0,4269,9e191ce4c618859d3c70c255829f25f895c34de1b8f12cec0688b03ee1362c21,worker_0/case_6_0/astra_tli_2_provider.jsonl,1
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,2,25,da626eb5c32ca853f4acbbc83eb85c1d691d1a3981a9c2ac9eb74abe5de2aac5,astra_tli_2_d2,True,True,200,5316,240,0,5556,d3c6ec7bc2392f058e3f25d90c1d001bd8c2013a32f5c1605df24d004f91662a,worker_0/case_6_0/astra_tli_2_provider.jsonl,2
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,3,50,c3c4922dd34b542c6dff2a0d1bf5d902ef3d8c79e0c4f7e4f4bbeb11855636db,astra_tli_2_d3,True,True,200,5613,307,47,5920,7bbef4ef5b8d285520b49a7c3da3e1cd0961f1f3f1c0942c7a0b554b2bf809ed,worker_0/case_6_0/astra_tli_2_provider.jsonl,3
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,4,75,7f50f10a5bb28440f1f0bb965cb3347377506b2858bed41bf89892c172b06485,astra_tli_2_d4,True,True,200,5901,255,0,6156,4f2d5727d2b8474859f56ad462f315880b91c0b0791fd73d4dcb9c0df1161338,worker_0/case_6_0/astra_tli_2_provider.jsonl,4
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,5,100,825e119b910c628be8301a8c709d42908315465ba7cff8680ab2ebf18f19b83c,astra_tli_2_d5,True,True,200,6206,257,0,6463,b73b5e5c3c99ea6b0089987babb6f8a135b46ab8f0f0c0543b7b1b4be6d57c6b,worker_0/case_6_0/astra_tli_2_provider.jsonl,5
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,6,125,6a0692eb386acff9eecd47e0e99b86158bbbdfefb628716ba5187615fbf2c9de,astra_tli_2_d6,True,True,200,6513,310,40,6823,5db6d2ef35a37b070b4019cec0bccabcec0c8b471d2a9e45e35472b37ae4f405,worker_0/case_6_0/astra_tli_2_provider.jsonl,6
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,7,150,f38ae8cf57966b6c7bcf7b89f0373bf7655d6a7608300eb7c810449c52b8dfbc,astra_tli_2_d7,True,True,200,6837,305,28,7142,2e4fe377d748ff980a206f62c45332c0bb1434655cdb0940a9f5991a4538d943,worker_0/case_6_0/astra_tli_2_provider.jsonl,7
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,8,175,c500d5cd0085bbcf51795630e7520ebb9ff1a0491eda27a14055196816188d77,astra_tli_2_d8,True,True,200,7149,288,23,7437,ea7fe28c5e103c5aea51eea99dc65499e4fe9ef1a3b44a4ff82d481fb12c3c97,worker_0/case_6_0/astra_tli_2_provider.jsonl,8
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,9,200,f1b43aef6e0cb02a0a3ed3028bcf2daf1ee2dd257d260709f82f6d637cf5ce2d,astra_tli_2_d9,True,True,200,7475,328,41,7803,572b3f1c0230acb88d7f9d43530b0ad90e675047d9e72503865a135107f08250,worker_0/case_6_0/astra_tli_2_provider.jsonl,9
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,10,225,148695cb91508e7ed955e365ea8f2f0bcc96da9c8133d1285d32afb11061dd17,astra_tli_2_d10,True,True,200,7795,333,34,8128,8745d2f3e0b6987052c455169978a32b27097d058e6f4902c42905d4df31a1cf,worker_0/case_6_0/astra_tli_2_provider.jsonl,10
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,11,250,08b15ba280c6366a9764e66ed1aefeaa033aee2ce9da1d916d2a1f9578fbb489,astra_tli_2_d11,True,True,200,8145,288,0,8433,7790a0a6fefd69af045ce50333de7618a6058d377f355c192e6e51ad7a0e41bf,worker_0/case_6_0/astra_tli_2_provider.jsonl,11
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_2,12,275,3ddf04d30ec39da60bbf08a6864dca3b534056e224528bda67d739ff0197ee39,astra_tli_2_d12,True,True,200,8477,303,0,8780,1606496bda5a10b44f98a46d9776d135d08d19330ac716f9eaf0af5f9673b590,worker_0/case_6_0/astra_tli_2_provider.jsonl,12
0,additional_interruption_overhead,libero_goal_ood:seed19:task6:state0,astra_tli_3,1,0,a2991e47d58a14249fbfa5fa01d88a6d1feb8163398baf627a99411f05efa574,astra_tli_3_d1,True,True,200,7875,336,44,8211,bb1b584c10cec62290505db8631964f928d2d27cedba425791e19ef3f071dbff,worker_0/case_6_0/astra_tli_3_provider.jsonl,1
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,1,0,cbf34ec8d3d168da2cec0a3c3b98838f4b9677131e8104611b0e656dbdd1fced,astra_tei_2_d1,True,True,200,4017,308,73,4325,47a8a11d7b9b47d8218c835cd2b9dac84d11a2f0cce359532b08e60b9bab7786,worker_1/case_2_0/astra_tei_2_provider.jsonl,1
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,2,25,c5513aaaf48b47453ae3a3cef97e65331cf4b2ed1d93e2eb27bd385f62a81fdb,astra_tei_2_d2,True,True,200,5303,282,40,5585,afb79837fb45a836ac692599df346e8aadaad0642850b79ba9570a0ce780da79,worker_1/case_2_0/astra_tei_2_provider.jsonl,2
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,3,50,a08f430cd446b281d1e6213b0cf220c5dd7b86ee6d97882e24db92fc7a5e5045,astra_tei_2_d3,True,True,200,5597,302,41,5899,69286bcf3adf5b743b61e15c1b9a254522246d65cc22cdaf0d64355429a583b7,worker_1/case_2_0/astra_tei_2_provider.jsonl,3
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,4,75,2cf4b43f25c3e15c6cd411eda8ba3e6996f593c14f139c28cbe6745d93875bc6,astra_tei_2_d4,True,True,200,5899,317,50,6216,252c3f031fc6f67dab8defb346be6e45f6355a784716473e38d74431c7491569,worker_1/case_2_0/astra_tei_2_provider.jsonl,4
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,5,100,b237839f853d29441ef29582526d9cf8b01f1c78e3e3afd4aab14d0c7e91796a,astra_tei_2_d5,True,True,200,6211,302,41,6513,77df9bceeca0601e1df884cb7580a9dcf2d56e7d34a31d6921f5a8dce553159d,worker_1/case_2_0/astra_tei_2_provider.jsonl,5
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,6,125,fd77a41ab1aa96c249b1bc270f8805152e382adb73ea4b4bd8a2c92ebe37dc51,astra_tei_2_d6,True,True,200,6511,282,21,6793,00e57e047e026c81b740fcc1e01ce731ec1a5fbeea06bb102bc6203de3c001dd,worker_1/case_2_0/astra_tei_2_provider.jsonl,6
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,7,150,89b3673faa7a2be04491d3ddb4b1f0ee259d7b8d51c7d85edd1710bfc30ba141,astra_tei_2_d7,True,True,200,6826,315,31,7141,b733bda53296fb0c1209cd42242b3692f5ff9ecddf193ee879f8b0f49a5b610f,worker_1/case_2_0/astra_tei_2_provider.jsonl,7
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,8,175,747b5d85b3a63c994c0421ca897eae0cf85b0b756a49644971908d211ca01d77,astra_tei_2_d8,True,True,200,7148,323,56,7471,525abb840220a99318e7def1445adbf960e453e49d7b403873b452941633c277,worker_1/case_2_0/astra_tei_2_provider.jsonl,8
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,9,200,1197d81f1b916de6a71ac7c2b8105cbedbdfbf242082a35abc4f977ad4262efd,astra_tei_2_d9,True,True,200,7463,334,75,7797,9845a32dcb6ecc232df8b4543586a0603a194ff5ed28e1084eecafa69c78e1d4,worker_1/case_2_0/astra_tei_2_provider.jsonl,9
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,10,225,7dfa75b8ca89c0a8dc85a4bbf405b6d9359d575d9d596b35ac6d0f1957efa040,astra_tei_2_d10,True,True,200,7774,266,0,8040,b7ef1703bf14de90c08fb5a6d083371bdab4ec19439f55a10784026528cf6ce0,worker_1/case_2_0/astra_tei_2_provider.jsonl,10
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,11,250,19aee3629f9e26b0b960b112fbaa75ad12c55da9ae5fecceb62b5599ae1022b6,astra_tei_2_d11,True,True,200,8082,319,46,8401,74886423691d945a6417e500ac6849616a8990490b957e687962ab88cf878de4,worker_1/case_2_0/astra_tei_2_provider.jsonl,11
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_2,12,275,2526d93a9babbf22d87eaabe78987b2eb261279a51e6734a6de3242d30c6d748,astra_tei_2_d12,True,True,200,8402,336,56,8738,6c3ac66f5ad7f9ac53c4ae0e11f24269b1d276dc04759186c2c41b7d1bfe0b5c,worker_1/case_2_0/astra_tei_2_provider.jsonl,12
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,1,0,14c2b91318ddc83b6635a2e2b01d35d662b2562ec0a8069643ebe69d159af206,astra_tei_3_d1,True,True,200,7775,345,72,8120,a17355ac672d2e7a6b4f6b2384a0fa669c242b98a80b5a3d3b7950ccc60cc06b,worker_1/case_2_0/astra_tei_3_provider.jsonl,1
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,2,25,d26d5a7aa0a0b42ef600bd3232a1ab26dfd93bbf983bb585d2a54d144f3397d9,astra_tei_3_d2,True,True,200,9108,365,73,9473,50ed6f55349a133e77eae6fe7ada70a49f10d91674702d7c8919fe694a753083,worker_1/case_2_0/astra_tei_3_provider.jsonl,2
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,3,50,4aab14519f68edea72e813d54c4ea4c0a34b6f38d53245505067b50f8af5223d,astra_tei_3_d3,True,True,200,9439,361,78,9800,7acee34fe89b00db8a1843f2956a52d11bad3dee8ba7528363c3b9a5050a8953,worker_1/case_2_0/astra_tei_3_provider.jsonl,3
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,4,75,617131b6a2d771a78d63a8400b3cd08a5346b9b517b94c2d85094da9c368c115,astra_tei_3_d4,True,True,200,9771,320,50,10091,1364e7ade03cd3334969330ccc8fde2d9285b87953a21e92d39265e8e509cee3,worker_1/case_2_0/astra_tei_3_provider.jsonl,4
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,5,100,5c83776d5357dc70596d6625c2eb1e70a99be562ed4d6b89691c4ae95ea3638e,astra_tei_3_d5,True,True,200,10084,378,108,10462,609b954f4ccd0dd051490ccee3470241d8ebf1cd731c244d54e92a18fd185e66,worker_1/case_2_0/astra_tei_3_provider.jsonl,5
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,6,125,a3c8232c4bea0d5e05cd33fe544555d32c9d190a52df979b934a083da45397fc,astra_tei_3_d6,True,True,200,10397,340,55,10737,c8fbc3b8ff5cb1536de2398d9545901cb632e7c4649f19948c6141474cbfa68b,worker_1/case_2_0/astra_tei_3_provider.jsonl,6
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,7,150,9ce5522f9851a041be0c8e238077d3c7cccf858edb2996f9519700884e723ed5,astra_tei_3_d7,True,True,200,10726,343,68,11069,5aa832557b8dd3129c2943b7fa78093d86cb92db13ef67c392e208d935b246ef,worker_1/case_2_0/astra_tei_3_provider.jsonl,7
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,8,175,244143651d2d336620699dcf71b70b6105c122c5cbb48eb9c0778f235356b711,astra_tei_3_d8,True,True,200,11045,312,33,11357,960718aa6755a51c3c0c234c5982042e5fb6bc8112285b5ccc247071b305214a,worker_1/case_2_0/astra_tei_3_provider.jsonl,8
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,9,200,79a3bfd03d860fc51309474325ce1d7512947fe404595a23d790a7cf83378540,astra_tei_3_d9,True,True,200,11363,310,29,11673,3682975440f054de8f617de322bee86fb96ef809e26b284552992312096b54cc,worker_1/case_2_0/astra_tei_3_provider.jsonl,9
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,10,225,1227264b854e848607618bdbfc8efe4306d593c62755b42ae9e16a75ef46d0ba,astra_tei_3_d10,True,True,200,11697,380,95,12077,794b704e7172d746512ca831eee526b7a749a5c4e3a158b4f0f7ae107888cb0a,worker_1/case_2_0/astra_tei_3_provider.jsonl,10
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,11,250,eb60bb365792f2403475bfa5c6b9893f490663a3465cfc80c5b912e98579239a,astra_tei_3_d11,True,True,200,12027,322,40,12349,a4a8bdadf0d1b48fdafd0829519eca776588e76230cee0ebf90b5de4457dd5a7,worker_1/case_2_0/astra_tei_3_provider.jsonl,11
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tei_3,12,275,f09f48b7e93d70e5dd7a3a6280418c9dc32e3a2d3271be8f0541e50f403aa9ee,astra_tei_3_d12,True,True,200,12371,305,31,12676,b75998976cbfa2edb6503414c5cbedc96e8cbb4f9336d4be72c2716a160f1570,worker_1/case_2_0/astra_tei_3_provider.jsonl,12
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tli_2,1,0,ef2681586cafe7c129cb674fa67aa00a24db2d04fde55a3d18917313c88608ff,astra_tli_2_d1,True,True,200,4007,278,41,4285,391a2c1b97883fa28a59bf6b69fb60353526e3d677674f1f00e3a4a0c7f23f6d,worker_1/case_2_0/astra_tli_2_provider.jsonl,1
1,additional_interruption_overhead,libero_spatial_ood:seed19:task2:state0,astra_tli_2,2,25,3c089b08778c6380a1df81c53e8b6332dfdae01bbadb255e07bb9f09faa1e2b5,astra_tli_2_d2,True,True,200,5305,237,0,5542,e9f1adfc12480b2cf4403bfffa281a784b9c21ee044a424457d2160986046aa4,worker_1/case_2_0/astra_tli_2_provider.jsonl,2
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tei_2,1,0,7f49939bf7ce536f04b817c7842e18ecefb6ddfd8c38370c4dd210809eab2205,astra_tei_2_d1,True,True,200,4012,225,0,4237,caa64f8e4fe2f7f76c5ad100bec414b0635cc9c9e162b435e7677551d36e4fb3,worker_2/case_8_0/astra_tei_2_provider.jsonl,1
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tei_2,2,25,16522b50a15cc7583fdf19563e3fc33ed804622a2552c3a162678048ea431559,astra_tei_2_d2,True,True,200,5284,231,0,5515,7ce1c9cc026c3d5b06604553b91aab2b4d75b43a68be3520a291c49b731063f4,worker_2/case_8_0/astra_tei_2_provider.jsonl,2
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tei_2,3,50,1a1431a45dae1a1193146ab33eba3057511470318a12269c121935e23c924256,astra_tei_2_d3,True,True,200,5564,263,30,5827,5ebd564dbbac7d33407c9f1d2b71025783e1c951aaba199e50788c76a7433305,worker_2/case_8_0/astra_tei_2_provider.jsonl,3
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tei_2,4,75,d13b416717f58cb5d6956b08278625f548bc94f37f03c51c624a3ab0e8dfe762,astra_tei_2_d4,True,True,200,5856,233,0,6089,250bcf2987d5536061d2583fcae32aa77da7e86b494a1b76ae4ba4a22113fde8,worker_2/case_8_0/astra_tei_2_provider.jsonl,4
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tli_2,1,0,3e32fb86f2c5bc51e9ad709d268e92cef89e057a0ccce173b52d7313b7867b05,astra_tli_2_d1,True,True,200,4020,247,0,4267,b2cc3cff73af83f13c81b2eaa53ec93ea349f9ac79988ad143071e790f8871e4,worker_2/case_8_0/astra_tli_2_provider.jsonl,1
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tli_2,2,25,1406ad305e6d3e7fc5970701fd9d2fa2db502572e45b95018b742e7d07b1b5e4,astra_tli_2_d2,True,True,200,5326,234,0,5560,e37c9a78bae6b555cfba7b4213332971e33a304285573d488fcf5fefffac76fb,worker_2/case_8_0/astra_tli_2_provider.jsonl,2
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tli_2,3,50,78499a5d10bf9d337e5cf22a1bb53efd5bc8a987bc304826d0d7e0b78d328218,astra_tli_2_d3,True,True,200,5601,323,62,5924,a421f11412e87bbd2d2fc5d3c966aa02a88ea545c7e9250752f81119765b7fdb,worker_2/case_8_0/astra_tli_2_provider.jsonl,3
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tli_2,4,75,1d87ee8638a0f090742d524a7b1bdb13039368eed59dbe3fdf0fa8e64d4ebca9,astra_tli_2_d4,True,True,200,5915,271,0,6186,64e1074de576fb5e7897cb8207ddc17afbfcea8496f2a43bd116c49fe7b264f5,worker_2/case_8_0/astra_tli_2_provider.jsonl,4
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tli_2,5,100,198f0dfda469dff4b3832254c6e93193c70a456347d797cb3a9df88602571c65,astra_tli_2_d5,True,True,200,6227,257,0,6484,6609333ce0e4875dfe402f6ae82f103d2065a7d748c437941969a5a03a18e503,worker_2/case_8_0/astra_tli_2_provider.jsonl,5
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tli_vision_2,1,0,ccf3eabae6ff75aa5b33cdf53b1fec80cb59e4cd188de6195d77faf68b77a7ba,astra_tli_vision_2_d1,True,True,200,4026,361,76,4387,ca0ba0cffe61d13275f5be96e6add7c52e93bbf73d0e7ac2aca961374389312c,worker_2/case_8_0/astra_tli_vision_2_provider.jsonl,1
2,retained_completed_case,libero_spatial_ood:seed19:task8:state0,astra_tli_vision_2,2,25,4670c1b8a759ad8d9a9382d61f2090779457d1194757614bb30195c9989ae357,astra_tli_vision_2_d2,True,True,200,5380,273,0,5653,85a750407d02b979a2d1da17d5b1b0ee2e2f09c14af6005bad2240c1c02f4097,worker_2/case_8_0/astra_tli_vision_2_provider.jsonl,2
